Move_F18	Gantry_X	Gantry_Z	Joint_One	Joint_Two	Joint_Three	Joint_Four	Joint_Five	Joint_Six	Harpoon_Status	Right_Fuel_Tank_Status	Left_Fuel_Tank_Status	Right_Side_Winder_Status	Left_Side_Winder_Status	Right_Big_Side_Winder_Status	Left_Big_Side_Winder_Status	Right_Middle_Missle_Status	Left_Middle_Missle_Status	E_Harpoon_Status	E_Right_Fuel_Tank_Status	E_Left_Fuel_Tank_Status	E_Right_Side_Winder_Status	E_Left_Side_Winder_Status	E_Right_Big_Side_Winder_Status	E_Left_Big_Side_Winder_Status	E_Right_Middle_Missle_Status	E_Left_Middle_Missle_Status	L_Right_Fuel_Tank_Status	L_Left_Fuel_Tank_Status	L_Right_Side_Winder_Status	L_Left_Side_Winder_Status	L_Right_Big_Side_Winder_Status	L_Left_Big_Side_Winder_Status	L_Right_Middle_Missle_Status	L_Left_Middle_Missle_Status	Loader_X	Loader_Z	Loader_Rotate	Elevator_X	Elevator_Z	Elevator_Rotate
-100		30		30		0		0		-90		-180		-90		0		0		0		0		0		0		0		0		0		0		1		0		0		0		0		0		0		0		0		1		1		1		1		1		1		1		1		19		40		0		-1.5		0		0
-98		29.7		29.4		1.8		-0.2		-90.2		-180.16		-87.74		0		0		0		0		0		0		0		0		0		0		1		0		0		0		0		0		0		0		0		1		1		1		1		1		1		1		1		18.56		39.56		-0.66		-1.47		0		0
-96		29.4		28.8		3.6		-0.4		-90.4		-180.32		-85.48		0		0		0		0		0		0		0		0		0		0		1		0		0		0		0		0		0		0		0		1		1		1		1		1		1		1		1		18.12		39.12		-1.32		-1.44		0		0
-94		29.1		28.2		5.4		-0.6		-90.6		-180.48		-83.22		0		0		0		0		0		0		0		0		0		0		1		0		0		0		0		0		0		0		0		1		1		1		1		1		1		1		1		17.68		38.68		-1.98		-1.41		0		0
-92		28.8		27.6		7.2		-0.8		-90.8		-180.64		-80.96		0		0		0		0		0		0		0		0		0		0		1		0		0		0		0		0		0		0		0		1		1		1		1		1		1		1		1		17.24		38.24		-2.64		-1.38		0		0
-90		28.5		27		9		-1		-91		-180.8		-78.7		0		0		0		0		0		0		0		0		0		0		1		0		0		0		0		0		0		0		0		1		1		1		1		1		1		1		1		16.8		37.8		-3.3		-1.35		0		0
-88		28.2		26.4		10.8		-1.2		-91.2		-180.96		-76.44		0		0		0		0		0		0		0		0		0		0		1		0		0		0		0		0		0		0		0		1		1		1		1		1		1		1		1		16.36		37.36		-3.96		-1.32		0		0
-86		27.9		25.8		12.6		-1.4		-91.4		-181.12		-74.18		0		0		0		0		0		0		0		0		0		0		1		0		0		0		0		0		0		0		0		1		1		1		1		1		1		1		1		15.92		36.92		-4.62		-1.29		0		0
-84		27.6		25.2		14.4		-1.6		-91.6		-181.28		-71.92		0		0		0		0		0		0		0		0		0		0		1		0		0		0		0		0		0		0		0		1		1		1		1		1		1		1		1		15.48		36.48		-5.28		-1.26		0		0
-82		27.3		24.6		16.2		-1.8		-91.8		-181.44		-69.66		0		0		0		0		0		0		0		0		0		0		1		0		0		0		0		0		0		0		0		1		1		1		1		1		1		1		1		15.04		36.04		-5.94		-1.23		0		0
-80		27		24		18		-2		-92		-181.6		-67.4		0		0		0		0		0		0		0		0		0		0		1		0		0		0		0		0		0		0		0		1		1		1		1		1		1		1		1		14.6		35.6		-6.6		-1.2		0		0
-78		26.7		23.4		19.8		-2.2		-92.2		-181.76		-65.14		0		0		0		0		0		0		0		0		0		0		1		0		0		0		0		0		0		0		0		1		1		1		1		1		1		1		1		14.16		35.16		-7.26		-1.17		0		0
-76		26.4		22.8		21.6		-2.4		-92.4		-181.92		-62.88		0		0		0		0		0		0		0		0		0		0		1		0		0		0		0		0		0		0		0		1		1		1		1		1		1		1		1		13.72		34.72		-7.92		-1.14		0		0
-74		26.1		22.2		23.4		-2.6		-92.6		-182.08		-60.62		0		0		0		0		0		0		0		0		0		0		1		0		0		0		0		0		0		0		0		1		1		1		1		1		1		1		1		13.28		34.28		-8.58		-1.11		0		0
-72		25.8		21.6		25.2		-2.8		-92.8		-182.24		-58.36		0		0		0		0		0		0		0		0		0		0		1		0		0		0		0		0		0		0		0		1		1		1		1		1		1		1		1		12.84		33.84		-9.24		-1.08		0		0
-70		25.5		21		27		-3		-93		-182.4		-56.1		0		0		0		0		0		0		0		0		0		0		1		0		0		0		0		0		0		0		0		1		1		1		1		1		1		1		1		12.4		33.4		-9.9		-1.05		0		0
-68		25.2		20.4		28.8		-3.2		-93.2		-182.56		-53.84		0		0		0		0		0		0		0		0		0		0		1		0		0		0		0		0		0		0		0		1		1		1		1		1		1		1		1		11.96		32.96		-10.56		-1.02		0		0
-66		24.9		19.8		30.6		-3.4		-93.4		-182.72		-51.58		0		0		0		0		0		0		0		0		0		0		1		0		0		0		0		0		0		0		0		1		1		1		1		1		1		1		1		11.52		32.52		-11.22		-0.99		0		0
